Year,Paper Title,Abstract,Authors,DOI,Paper PDF,Video URL,Project Page,Conference
2019,Soft Inkjet Circuits: Rapid Multi Material Fabrication of Soft Circuits Using a Commodity Inkjet Printer (ACM UIST 2019),"Despite the increasing popularity of soft interactive devices, their fabrication remains complex and time consuming. We contribute a process for rapid do-it-yourself fabrication of soft circuits using a conventional desktop inkjet printer. It supports inkjet printing of circuits that are stretchable, ultrathin, high resolution, and integrated with a wide variety of materials used for prototyping. We introduce multi-ink functional printing on a desktop printer for realizing multi-material devices, including conductive and isolating inks. We further present DIY techniques to enhance compatibility between inks and substrates and the circuits' elasticity. This enables circuits on a wide set of materials including temporary tattoo paper, textiles, and thermoplastic. Four application cases demonstrate versatile uses for realizing stretchable devices, e-textiles, body-based and re-shapeable interfaces.","Arshad Khan, Joan Sol Roo, Tobias Kraus, Jürgen Steimle",https://dl.acm.org/citation.cfm?id=3347892,https://hci.cs.uni-saarland.de/files/2019/08/UIST19-Soft-Inkjet-Circuits.pdf,https://www.youtube.com/watch?v=PZJJG2EDlzM,https://hci.cs.uni-saarland.de/research/soft-inkjet-circuits/,ACM UIST 2019
2019,ShapeBots: Shape-changing Swarm Robots (ACM UIST 2019),"We introduce shape-changing swarm robots. A swarm of self-transformable robots can both individually and collectively change their configuration to display information, actuate objects, act as tangible controllers, visualize data, and provide physical affordances. ShapeBots is a concept prototype of shape-changing swarm robots. Each robot can change its shape by leveraging small linear actuators that are thin (2.5 cm) and highly extendable (up to 20cm) in both horizontal and vertical directions. The modular design of each actuator enables various shapes and geometries of self-transformation. We illustrate potential application scenarios and discuss how this type of interface opens up possibilities for the future of ubiquitous and distributed shape-changing interfaces.","Ryo Suzuki, Clement Zheng, Yasuaki Kakehi, Tom Yeh, Ellen Yi-Luen Do, Mark D. Gross, Daniel Leithinger",https://dl.acm.org/citation.cfm?id=3347911,https://arxiv.org/pdf/1909.03372.pdf,https://www.youtube.com/watch?v=vtcs2VsiTVY,http://ryosuzuki.org/shapebots/,ACM UIST 2019
2019,A 3D Printer Head as a Robotic Manipulator (ACM UIST 2019),"We introduce new ways of using a 3D printer head as a 3-axis robotic manipulator to enable advanced fabrication and usage such as assembling separately printed parts, breaking support materials and actuating printed objects on a build-plate. To achieve these manipulations, we customize a low-cost fused deposition modeling (FDM) 3D printer that can attach/detach printed end-effectors which change the function of the 3D printer head (e.g. grab, break, and rotate printed objects). These techniques afford the 3D printer to fabricate and assemble complete kinetic objects such as automatons without manual processing (i.e. removing support materials and assembling objects). We conclude that a small modification to a standard 3D printer, allows us to fabricate and assemble objects without human intervention.","Shohei Katakura, Yuto Kuroki, Keita Watanabe",https://dl.acm.org/citation.cfm?id=3347885,,https://www.youtube.com/watch?v=KdNfX_TPKIg,,ACM UIST 2019
2019,milliMorph -- Fluid-Driven Thin Film Shape-Change Materials for Interaction Design (ACM UIST 2019),"This paper presents a design space, a fabrication system and applications of creating fluidic chambers and channels at millimeter scale for tangible actuated interfaces. The ability to design and fabricate millifluidic chambers allows one to create high frequency actuation, sequential control of flows and high resolution design on thin film materials. We propose a four dimensional design space of creating these fluidic chambers, a novel heat sealing system that enables easy and precise millifluidics fabrication, and application demonstrations of the fabricated materials for haptics, ambient devices and robotics. As shape-change materials are increasingly integrated in designing novel interfaces, milliMorph enriches the library of fluid-driven shape-change materials, and demonstrates new design opportunities that is unique at millimeter scale for product and interaction design.","Qiuyu Lu, Jifei Ou, João Wilbert, André Haben, Haipeng Mi, Hiroshi Ishii",https://dl.acm.org/citation.cfm?id=3347956,,https://www.youtube.com/watch?v=pkYiy_g0pFk,,ACM UIST 2019
2019,Robiot: A Design Tool for Actuating Everyday Objects with Automatically Generated 3D Printable Mechanisms (ACM UIST 2019),"Users can now easily communicate digital information with an Internet of Things; in contrast, there remains a lack of support to automate physical tasks that involve legacy static objects, e.g. adjusting a desk lamp's angle for optimal brightness, turning on/off a manual faucet when washing dishes, sliding a window to maintain a preferred indoor temperature. Automating these simple physical tasks has the potential to improve people's quality of life, which is particularly important for people with a disability or in situational impairment. We present Robiot -- a design tool for generating mechanisms that can be attached to, motorized, and actuating legacy static objects to perform simple physical tasks. Users only need to take a short video manipulating an object to demonstrate an intended physical behavior. Robiot then extracts requisite parameters and automatically generates 3D models of the enabling actuation mechanisms by performing a scene and motion analysis of the 2D video in alignment with the object's 3D model. In an hour-long design session, six participants used Robiot to actuate seven everyday objects, imbuing them with the robotic capability to automate various physical tasks.","Jiahao Li, Jeeeun Kim, Xiang 'Anthony' Chen",https://dl.acm.org/citation.cfm?id=3347894,http://www.jeeeunkim.com/papers/robiot.pdf,https://www.youtube.com/watch?v=4VPOw5BCWVg,,ACM UIST 2019
2019,StackMold: Rapid Prototyping of Functional Multi-Material Objects with Selective Levels of Surface Details (ACM UIST 2019),"We present StackMold, a DIY molding technique to prototype multi-material and multi-colored objects with embedded electronics. The key concept of our approach is a novel multi-stage mold buildup in which casting operations are interleaved with the assembly of the mold to form independent compartments for casting different materials. To build multi-stage molds, we contribute novel algorithms that computationally design and optimize the mold and casting procedure. By default, the multi-stage mold is fabricated in slices using a laser cutter. For regions that require more surface detail, a high-fidelity 3D-printed mold subsection can be incorporated. StackMold is an integrated end-to-end system, supporting all stages of the process: it provides a UI to specify material and detail regions of a 3D~object; it generates fabrication files for the molds; and it produces a step-by-step casting instruction manual.","Tom Valkeneers, Danny Leen, Daniel Ashbrook, Raf Ramakers",https://dl.acm.org/citation.cfm?id=3332165.3347915,,https://www.youtube.com/watch?v=Hc40SgzEHI4,,ACM UIST 2019
2019,Turn-by-Wire: Computationally Mediated Physical Fabrication (ACM UIST 2019),"Advances in digital fabrication have simultaneously created new capabilities while reinforcing outdated workflows that constrain how, and by whom, these fabrication tools are used. In this paper, we investigate how a new class of hybrid-controlled machines can collaborate with novice and expert users alike to yield a more lucid making experience. We demonstrate these ideas through our system, Turn-by-Wire. By combining the capabilities of a traditional lathe with haptic input controllers that modulate both position and force, we detail a series of novel interaction metaphors that invite a more fluid making process spanning digital, model-centric, computer control, and embodied, adaptive, human control. We evaluate our system through a user study and discuss how these concepts generalize to other fabrication tools.","Rundong Tian, Vedant Saran, Mareike Kritzler, Florian Michahelles, Eric Paulos",https://dl.acm.org/citation.cfm?id=3347918,,https://www.youtube.com/channel/UCpySBIL2BKy2CxmvkG2Lkgw,https://rutian.github.io/projects/TBW/,ACM UIST 2019
2019,Tactlets: Adding Tactile Feedback to 3D Objects Using Custom Printed Controls (ACM UIST 2019),"Rapid prototyping of haptic output on 3D objects promises to enable a more widespread use of the tactile channel for ubiquitous, tangible, and wearable computing. Existing prototyping approaches, however, have limited tactile output capabilities, require advanced skills for design and fabrication, or are incompatible with curved object geometries. In this paper, we present a novel digital fabrication approach for printing custom, high-resolution controls for electro-tactile output with integrated touch sensing on interactive objects. It supports curved geometries of everyday objects. We contribute a design tool for modeling, testing, and refining tactile input and output at a high level of abstraction, based on parameterized electro-tactile controls.","Daniel Groeger, Martin Feick, Anusha Withana, Jürgen Steimle",https://dl.acm.org/citation.cfm?id=3347937,https://hci.cs.uni-saarland.de/files/2019/08/tactlets_UIST_19.pdf,https://www.youtube.com/watch?v=9ul58SWN5g0,,ACM UIST 2019
2019,SpringFit: Joints and Mounts that Fabricate on Any Laser Cutter (ACM UIST 2019),"Joints are crucial to laser cutting as they allow making three-dimensional objects; mounts are crucial because they allow embedding technical components, such as motors. Unfortunately, mounts and joints tend to fail when trying to fabricate a model on a different laser cutter or from a different material. The reason for this lies in the way mounts and joints hold objects in place, which is by forc-ing them into slightly smaller openings. Such ""press fit"" mechanisms unfortunately are susceptible to the small changes in diameter that occur when switching to a ma-chine that removes more or less material (""kerf""), as well as to changes in stiffness, as they occur when switching to a different material. We present a software tool called springFit that resolves this problem by replacing the problematic press fit-based mounts and joints with what we call canti¬lever-based mounts and joints.","Thijs Roumen, Jotaro Shigeyama, Julius Cosmo Romeo Rudolph, Felix Grzelka, Patrick Baudisch",https://dl.acm.org/citation.cfm?id=3347930&preflayout=tabs,http://www.thijsroumen.eu/data/publications/2019-UIST-springFit.pdf,https://www.youtube.com/watch?v=NO_UBPPEX1c,https://hpi.de/baudisch/projects/springfit.html,ACM UIST 2019
2019,Ondulé: Designing and Controlling 3D Printable Springs (ACM UIST 2019),"We present Ondulé-an interactive design tool that allows novices to create parameterizable deformation behaviors in 3D-printable models using helical springs and embedded joints. Informed by spring theory and our empirical mechanical experiments, we introduce spring and joint-based design techniques that support a range of parameterizable deformation behaviors, including compress, extend, twist, bend, and various combinations. To enable users to design and add these deformations to their models, we introduce a custom design tool for Rhino. Here, users can convert selected geometries into springs, customize spring stiffness, and parameterize their design with mechanical constraints for desired behaviors.","Liang He, Huaishu Peng, Michelle Lin, Ravikanth Konjeti, François Guimbretière, Jon E. Froehlich",https://dl.acm.org/citation.cfm?id=3347951&preflayout=tabs,https://makeabilitylab.cs.washington.edu/media/publications/He_Ondul%C3%A9DesigningAndControlling3DPrintableSprings_2019.pdf,https://www.youtube.com/watch?v=tCiGhV3RJuI,https://makeabilitylab.cs.washington.edu/project/ondule/,ACM UIST 2019
2019,Human-in-the-loop Fabrication of 3D Structures with Natural Tree Branches (ACM SCF 2019),"We propose a design and fabrication system leveraging the diverse shapes of natural wood. With our system, precise geometries are fabricated from non-standardized, naturally curved branches. In this way, low-valued tree branches are up-cycled to a construction material. The process is implemented as follows. Taking a set of branches and a user-defined parametric target surface, the system makes a reciprocal pattern of curves that lie on the surface. Then, it automatically matches the shapes of the scanned branches with these curves. There was a similar attempt to build a large beam structure from tree trunks using industrial equipment such as cranes and robot arms. In contrast, we target smaller surface structures from tree branches using more accessible tools (2.5D CNC) with human-in-the-loop operation. We ask the user to manually place a branch to a defined orientation with the help of audio-visual guidance.","Maria Larsson, Hironori Yoshida, and Takeo Igarashi",https://dl.acm.org/citation.cfm?id=3329000,https://drive.google.com/file/d/1SMusqFjpktFAvZDpHIa37rZDBjcKcYi5/view,https://www.youtube.com/watch?v=9xcftTUTT0o,,ACM SCF 2019
2019,Exploring Mechanical Meta-Material Structures through Personalized Shoe Sole Design (ACM SCF 2019),"Mechanical meta-material structures (MMS) are designed structures with mechanical properties not found in ordinary materials. MMS can now be created far more easily using digital manufacturing. We explore how different MMS can be combined, through the design of a shoe sole. Thereby showing the potential of using MMS to create personalized and sustainable footwear. We analysed the phenomenon of foot deformation and mapped different structures with different behaviours to meet the needs of different feet. Consequently, a shoe sole was generated by an algorithm and 3D printed in one single material with multiple properties (e.g. stiff and soft) and responsive behaviour, making it easy to recycle. We report the design phases which required using six types of software.","Davide Jose Nogueira Amorim, Troy Nachtigall, and Miguel Bruns Alonso",https://dl.acm.org/citation.cfm?id=3329001,,https://www.youtube.com/watch?v=On6pAbyr9Jg,https://research.tue.nl/en/publications/exploring-mechanical-meta-material-structures-through-personalise,ACM SCF 2019
2019,Automated Reconstruction of Smoothly Joining 3D Printed Restorations to Fix Broken Objects (ACM SCF 2019),"In this work, we provide an approach to automatically reconstruct a 3D printed restoration piece for a broken object from 3D scanned meshes of the broken object and an original counterpart. Our approach provides two contributions to reconstruct a restoration with a smooth join to the broken object, necessary for object functionality such as liquid containment, injury prevention, and visual aesthetic. As our first contribution, we leverage the original counterpart mesh to grow an exterior surface for the restoration piece that approaches the broken object within a small tolerance. As our second contribution, we project the exterior surface boundary onto the broken object to create a fracture surface boundary whose vertices satisfy the constraints of proximity, normal alignment, and tangency to vertices on the exterior surface boundary.","Nikolas Lamb, Sean Banerjee, and Natasha Kholgade Banerjee",https://dl.acm.org/citation.cfm?id=3329005,https://tars.clarkson.edu/papers/AutomatedRecRestor_SCF2019.pdf,https://www.youtube.com/watch?v=2v5FPmgTXJo,,ACM SCF 2019
2019,Rough Carving of 3D Models with Spatial Augmented Reality (ACM SCF 2019),"Carving is a subtractive process where we get the shape by removing materials. While most people can get roughly the right intended shape, it is usually challenging not to over-cut the model. We propose a method that helps an unskilled user to carve a rough physical replica of a 3D model using the minimum number of cuts while only using manual cutting tools. The method starts by analyzing the input 3D model and generates the minimum set of cutting steps that remove most of the material. Then using a projector, we project the instructions sequentially onto a block of material to guide the user in performing them. We use the projector-camera setup to 3D scan the object after cutting and automatically detect the changes to reflect them on the digital model. We demonstrate a complete system to support this operation and show several examples of manually carved 3D models while using the system.",Ammar Hattab and Gabriel Taubin,https://dl.acm.org/citation.cfm?id=3328998,,https://www.youtube.com/watch?v=iZv9ifkdHPY,,ACM SCF 2019
2019,Echidna: Mixed-domain Computational Implementation via Decision Trees (ACM SCF 2019),"Custom mechatronic devices offer personalized functionality, but also come with many non-functional requirements that are unfamiliar to those inexperienced with electronics such as current draw and servo power. The Echidna prototype system enables non-electrical engineers to move from conception to implementation with their mechatronic ideas by generating and searching through a design space that automatically fills in supporting requirements, such as PCB placement and wiring, around their functional specification. The space is modeled as a decision tree whose root is the user's list of lights, motors, sensors, and other functional components that need to be connected, powered, and controlled. Once found, a complete and valid design can be used to synthesize geometry for 3D printing, circuits, and firmware resulting in a set of ""plug and fabricate"" files for creating their device. We demonstrate how Echidna realizes several designs and discuss how it can be further customized to task-specific applications.","Devon J. Merrill, Jorge Garza, and Steven Swanson",https://dl.acm.org/citation.cfm?id=3329004,,https://www.youtube.com/watch?v=bGjbjEz_Uso,https://www.devonmerrill.com/echidna-a-mix-domain-computational-design-system/,ACM SCF 2019
2019,Volumetric Michell Trusses for Parametric Design & Fabrication (ACM SCF 2019),"We present the first algorithm for designing volumetric Michell Trusses. Our method uses a parametrization-based approach to generate trusses made of structural elements aligned with the primary direction of an object's stress field. Such trusses exhibit high strength-to-weight ratio while also being parametrically editable which can be easily integrated with parametric editing tools such as Autodesk Fusion. We show a number of examples that demonstrate that the output of our algorithm produces truss structures that are aligned with an object's underlying stress tensor field, are structurally sound and that their global parametrization facilitates the creation of unique structures in a number of domains.","Rahul Arora, Alec Jacobson, Timothy R. Langlois, Yijiang Huang, Caitlin Mueller, Wojciech Matusik, Ariel Shamir, Karan Singh, and David I.W. Levin",https://dl.acm.org/citation.cfm?id=3328999,https://www.dgp.toronto.edu/projects/michell/volumetric_michell_truss_scf19_arora_et_al.pdf,https://www.youtube.com/watch?v=C2nm4PcXNK0,https://www.dgp.toronto.edu/projects/michell/,ACM SCF 2019
2019,A Method to Evaluate the Formability and Fluidity of Materials for 3D Printing (ACM SCF 2019),"Use of 3D printers for construction brings a new possibility of creating walls with shapes that were not possible with conventional construction methods. However, existing construction materials can not be used for 3D printing as they are, and the exploration for new materials is the key to the realization of this concept. Formability and fluidity are the key factors in evaluating whether or not materials are suitable for 3D printing, including use within the field of architecture. A standardized quantitative method to evaluate construction materials is required for the comparison between materials for various projects. For example, the concrete slump test is one of the universal standards that is used to evaluate the quality and suitability for a specific construction method. In the emerging field of construction with 3D printing, however, a standardized method is yet to be established. This paper proposes an efficient method to evaluate the formability and fluidity of concrete-based materials, while only using simple instruments. The proposed method and instruments were tested by evaluating geo-polymer-based concretes, which are relatively difficult to evaluate due to its high intrinsic viscosity.","Yuta Hirayama, Jiali Zhang, and Yoshihiro Kawahara",https://dl.acm.org/citation.cfm?id=3329002,,https://www.youtube.com/watch?v=4ZyBCoaGLBQ,,ACM SCF 2019
2019,3D-Printed Formwork for Bespoke Concrete Stairs: From Computational Design to Digital Fabricati (ACM SCF 2019),"Non-standard stairs have an important role in architecture, but their complex details and three-dimensionality pose significant fabrication challenges. One of the preferred materials for custom stairs is concrete, which can be cast in complex shapes, the only limitation in this case being the fabrication of the necessary formworks. This paper reviews the opportunities and challenges of using 3D-printed formwork for fabricating custom concrete stairs with complex geometries. 3D printing can unlock an entirely new vocabulary of shapes for concrete structures, previously unavailable with traditional formwork systems. Only a minimal amount of 3D-printed plastic is required to deliver a very thin, stable shell. With these formworks, complex topologies can be achieved in concrete elements. Such elements can optimize the structural performance or improve functional aspects, as well as introduce a radically different aesthetic.","Andrei Jipa, Georgia Chousou, Matteo Lomaglio, Federico Giacomarra, Matteo Pacher, Matthias Leschok, Rena Giesecke, and Benjamin Dillenburger",https://dl.acm.org/citation.cfm?id=3329003,,https://www.youtube.com/watch?v=8Rf-D-d-OhI,https://www.research-collection.ethz.ch/handle/20.500.11850/355298,ACM SCF 2019
2019,Computational Laser Forming Origami of Convex Surfaces (ACM SCF 2019),"Laser forming is a fabrication method that uses laser to fold sheets into 3D structures. To overcome the limitations in the traditional practice that relies on tedious manual design, this paper advances laser forming by developing computational methods that procedurally convert a polyhedron P into laser formable 2D patterns and folding instructions or report that P is not laser formable. Due to the limitation of the low-cost laser cutter considered in this paper, we will focus our discussion on laser forming convex surfaces. A 3D surface is called convex if the entire surface lies on the boundary of its convex hull.",Yue Hao and Jyh-Ming Lien,https://dl.acm.org/citation.cfm?id=3329006,http://masc.cs.gmu.edu/wiki/uploads/LaserOrigami/scf-19.pdf,https://www.youtube.com/watch?v=a_LxcsXZRQc,http://masc.cs.gmu.edu/wiki/LaserOrigami,ACM SCF 2019
2019,Weaving Geodesic Foliations (ACM SIGGRAPH 2019),"We study discrete geodesic foliations of surfaces---foliations whose leaves are all approximately geodesic curves---and develop several new variational algorithms for computing such foliations. Our key insight is a relaxation of vector field integrability in the discrete setting, which allows us to optimize for curl-free unit vector fields that remain well-defined near singularities and robustly recover a scalar function whose gradient is well aligned to these fields. We then connect the physics governing surfaces woven out of thin ribbons to the geometry of geodesic foliations, and present a design and fabrication pipeline for approximating surfaces of arbitrary geometry and topology by triaxially-woven structures, where the ribbon layout is determined by a geodesic foliation on a sixfold branched cover of the input surface. We validate the effectiveness of our pipeline on a variety of simulated and fabricated woven designs, including an example for readers to try at home.","Josh Vekhter,
Jiacheng Zhuo,
Luisa F Gil Fandino,
Qixing Huang,
Etienne Vouga",https://dl.acm.org/citation.cfm?id=3323043,https://www.cs.utexas.edu/~huangqx/Weaving.pdf,,,ACM SIGGRAPH 2019
2019,Interactive Hand Pose Estimation Using A Stretch-Sensing Soft Glove (ACM SIGGRAPH 2019),"We propose a stretch-sensing soft glove to interactively capture hand poses with high accuracy and without requiring an external optical setup. We demonstrate how our device can be fabricated and calibrated at low cost, using simple tools available in most fabrication labs. To reconstruct the pose from the capacitive sensors embedded in the glove, we propose a deep network architecture that exploits the spatial layout of the sensor itself. The network is trained only once, using an inexpensive off-the-shelf hand pose reconstruction system to gather the training data. The per-user calibration is then performed on-the-fly using only the glove. The glove's capabilities are demonstrated in a series of ablative experiments, exploring different models and calibration methods. Comparing against commercial data gloves, we achieve a 35% improvement in reconstruction accuracy.","Oliver Glauser,
Shihao Wu,
Daniele Panozzo,
Otmar Hilliges,
Olga Sorkine-Hornung",https://dl.acm.org/citation.cfm?id=3322957,https://igl.ethz.ch/projects/stretch-glove/Stretch-Sensing-Glove-2019.pdf,https://www.youtube.com/watch?v=Vrk4YMbRhac,https://igl.ethz.ch/projects/stretch-glove/,ACM SIGGRAPH 2019
2019,Learning To Fly: Computational Controller Design For Hybrid UAVs With Reinforcement Learning (ACM SIGGRAPH 2019),"Hybrid unmanned aerial vehicles (UAV) combine advantages of multicopters and fixed-wing planes: vertical take-off, landing, and low energy use. However, hybrid UAVs are rarely used because controller design is challenging due to its complex, mixed dynamics. In this paper, we propose a method to automate this design process by training a mode-free, model-agnostic neural network controller for hybrid UAVs. We present a neural network controller design with a novel error convolution input trained by reinforcement learning. Our controller exhibits two key features: First, it does not distinguish among flying modes, and the same controller structure can be used for copters with various dynamics. Second, our controller works for real models without any additional parameter tuning process, closing the gap between virtual simulation and real fabrication. We demonstrate the efficacy of the proposed controller both in simulation and in our custom-built hybrid UAVs. The experiments show that the controller is robust to exploit the complex dynamics when both rotors and wings are active in flight tests.","Jie Xu, Tao Du, Michael Foshey, Beichen Li, Bo Zhu, Adriana Schulz, Wojciech Matusik",https://dl.acm.org/citation.cfm?doid=3290605.3300858,http://cfg.mit.edu/sites/cfg.mit.edu/files/learning_to_fly.pdf,https://www.youtube.com/watch?v=oOuOxgJzsgI,https://dl.acm.org/citation.cfm?id=3322940,ACM SIGGRAPH 2019
2019,Designing Chain Reaction Contraptions from Causal Graphs (ACM SIGGRAPH 2019),"Chain reaction contraptions, commonly referred to as Rube Goldberg machines, achieve simple tasks in an intentionally complex fashion via a cascading sequence of events. They are fun, engaging and satisfying to watch. Physically realizing them, however, involves hours or even days of manual trial-and-error effort. The main difficulties lie in predicting failure factors over long chains of events and robustly enforcing an expected causality between parallel chains, especially under perturbations of the layout. We present a computational framework to help design the layout of such contraptions by optimizing their robustness to possible assembly errors.","Robin Roussel, Marie-Paule Cani, Jean-Claude Léon, Niloy J. Mitra",https://dl.acm.org/citation.cfm?id=3306346.3322977,http://geometry.cs.ucl.ac.uk/projects/2019/causal-graphs/paper_docs/Roussel_causalGraphs_siggraph19_authorVersion.pdf,https://www.youtube.com/watch?v=aBH-iPAR92c,http://geometry.cs.ucl.ac.uk/projects/2019/causal-graphs/,ACM SIGGRAPH 2019
2019,Wallpaper Pattern Alignment along Garment Seams (ACM SIGGRAPH 2019),"Despite recent developments towards on-demand, individualized garment design and fabrication, the majority of processes in the fashion industry are still inefficient and heavily dependent on manual work. A significant amount of recent research in this area has been focused on supporting designers to digitally create sewing patterns and shapes, but there is little work on textured fabrics. Aligning textile patterns like stripes or plaid along garment seams requires an experienced tailor and is thus reserved only for expensive, high-end garments. We present an interactive algorithm for automatically aligning repetitive textile patterns along seams for a given garment, allowing a user to make design choices at each step of our pipeline. Our approach is based on the 17 wallpaper groups and the symmetries they exhibit.e desired objects. We showcase a range of examples made with our design tool, including objects with integrated sensors and display elements.","Katja Wolff, Olga Sorkine-Hornung",https://dl.acm.org/citation.cfm?id=3322991,https://igl.ethz.ch/projects/aligned-seams/Aligned-Seams-2019.pdf,https://www.youtube.com/watch?v=ZhQUQ-xY8MM,https://igl.ethz.ch/projects/aligned-seams/,ACM SIGGRAPH 2019
2019,Visual Knitting Machine Programming (ACM SIGGRAPH 2019),"Industrial knitting machines are commonly used to manufacture complicated shapes from yarns; however, designing patterns for these machines requires extensive training. We present the first general visual programming interface for creating 3D objects with complex surface finishes on industrial knitting machines. At the core of our interface is a new, augmented, version of the stitch mesh data structure. The augmented stitch mesh stores low-level knitting operations per-face and encodes the dependencies between faces using directed edge labels. Our system can generate knittable augmented stitch meshes from 3D models, allows users to edit these meshes in a way that preserves their knittability, and can schedule the execution order and location of each face for production on a knitting machine. Our system is general, in that its knittability-preserving editing operations are sufficient to transform between any two machine-knittable stitch patterns with the same orientation on the same surface. We demonstrate the power and flexibility of our pipeline by using it to create and knit objects featuring a wide range of patterns and textures, including intarsia and Fair Isle colorwork; knit and purl textures; cable patterns; and laces.","Vidya Narayanan,
Kui Wu,
Cem Yuksel,
Jim McCann",https://dl.acm.org/citation.cfm?id=3322995,http://www.cs.utah.edu/~kwu/visualknit/visualknit.pdf,https://www.youtube.com/watch?v=9ms5uEUC_js,https://textiles-lab.github.io/publications/2019-visualknit/,ACM SIGGRAPH 2019
2019,Surface2Volume: Surface Segmentation Conforming Assemblable Volumetric Partition (ACM SIGGRAPH 2019),"Users frequently seek to fabricate objects whose outer surfaces consist of regions with different surface attributes, such as color or material. Manufacturing such objects in a single piece is often challenging or even impossible. The alternative is to partition them into single-attribute volumetric parts that can be fabricated separately and then assembled to form the target object. Facilitating this approach requires partitioning the input model into parts that conform to the surface segmentation and that can be moved apart with no collisions. We propose Surface2Volume, a partition algorithm capable of producing such assemblable parts, each of which is affiliated with a single attribute, the outer surface of whose assembly conforms to the input surface geometry and segmentation. In computing the partition we strictly enforce conformity with surface segmentation and assemblability, and optimize for ease of fabrication by minimizing part count, promoting part simplicity, and simplifying assembly sequencing.","Chrystiano Araújo, Daniela Cabiddu, Marco Attene, Marco Livesu, Nicholas Vining, Alla Sheffer",https://dl.acm.org/citation.cfm?id=3323004,https://arxiv.org/pdf/1904.10213,,http://www.cs.ubc.ca/labs/imager/tr/2019/Surface2Volume/,ACM SIGGRAPH 2019
2019,CurviSlicer: Slightly Curved Slicing for 3-Axis Printers (ACM SIGGRAPH 2019),"Most additive manufacturing processes fabricate objects by stacking planar layers of solidified material. As a result, produced parts exhibit a so-called staircase effect, which results from sampling slanted surfaces with parallel planes. Using thinner slices reduces this effect, but it always remains visible where layers almost align with the input surfaces.
In this research we exploit the ability of some additive manufacturing processes to deposit material slightly out of plane to dramatically reduce these artifacts. We focus in particular on the widespread Fused Filament Fabrication (FFF) technology, since most printers in this category can deposit along slightly curved paths, under deposition slope and thickness constraints.","Jimmy Etienne, Nicolas Ray, Daniele Panozzo, Samuel Hornus, Charlie Wang, Jonàs Martínez, Sara Mcmains, Marc Alexa, Brian Wyvill, Sylvain Lefebvre",https://dl.acm.org/citation.cfm?id=3323022,https://cims.nyu.edu/gcl/papers/2019-CurviSlicer.pdf,,https://hal.inria.fr/hal-02120033,ACM SIGGRAPH 2019
2019,Vibration-Minimizing Motion Retargeting for Robotic Characters (ACM SIGGRAPH 2019),"Creating animations for robotic characters is very challenging due to the constraints imposed by their physical nature. In particular, the combination of fast motions and unavoidable structural deformations leads to mechanical oscillations that negatively affect their performances. Our goal is to automatically transfer motions created using traditional animation software to robotic characters while avoiding such artifacts. To this end, we develop an optimization-based, dynamics-aware motion retargeting system that adjusts an input motion such that visually salient low-frequency, large amplitude vibrations are suppressed. The technical core of our animation system consists of a differentiable dynamics simulator that provides constraint-based two-way coupling between rigid and flexible components. We demonstrate the efficacy of our method through experiments performed on a total of five robotic characters including a child-sized animatronic figure that features highly dynamic drumming and boxing motions.","Shayan Hoshyari,
Hongyi Xu,
Espen Knoop,
Stelian Coros,
Moritz Bächer",https://dl.acm.org/citation.cfm?id=3323034,https://s3-us-west-1.amazonaws.com/disneyresearch/wp-content/uploads/20190729144202/VibSupPaper_2.pdf,https://www.youtube.com/watch?v=Z1jgaEO9aRs,"https://la.disneyresearch.com/publication/publication-process-vibration-minimizing-motion-retargeting-for-robotic-characters/""",ACM SIGGRAPH 2019
2019,Computational Design of Fabric Formwork (ACM SIGGRAPH 2019),"Despite recent developments towards on-demand, individualized garment design and fabrication, the majority of processes in the fashion industry are still inefficient and heavily dependent on manual work. A significant amount of recent research in this area has been focused on supporting designers to digitally create sewing patterns and shapes, but there is little work on textured fabrics. Aligning textile patterns like stripes or plaid along garment seams requires an experienced tailor and is thus reserved only for expensive, high-end garments. We present an interactive algorithm for automatically aligning repetitive textile patterns along seams for a given garment, allowing a user to make design choices at each step of our pipeline. Our approach is based on the 17 wallpaper groups and the symmetries they exhibit.e desired objects. We showcase a range of examples made with our design tool, including objects with integrated sensors and display elements.","Xiaoting Zhang, Guoxin Fang, Melina Skouras, Gwenda Gieseler, Charlie C.L. Wang, Emily Whiting",https://dl.acm.org/citation.cfm?id=3322988,http://cs-people.bu.edu/whiting/resources/pubs/Zhang2019_FabricFormwork.pdf,https://www.youtube.com/watch?v=GotvnT9JIKk,https://shape.bu.edu/fabric,ACM SIGGRAPH 2019
